BV2 CONTROL (1),BV2 + TGFB (1),BV2 + IL10 (1),BV2 + LPS (1),BV2 CONTROL (2),BV2 + TGFB (2),BV2 + IL10 (2),BV2 + LPS (2),BV2 CONTROL (3),BV2 + TGFB (3),BV2 + IL10 (3),BV2 + LPS (3),BV2 CONTROL (4),BV2 + TGFB (4),BV2 + IL10 (4),BV2 + LPS (4),Student's T-test Significant BV2 + TGFB_BV2 CONTROL,Student's T-test significant,Student's T-test Significant BV2 + IL10_BV2 CONTROL,Student's T-test significant_,Student's T-test Significant BV2 + LPS_BV2 CONTROL,Student's T-test significant__,Peptides,Razor + unique peptides,Unique peptides,Score,MS/MS count,-Log Student's T-test p-value BV2 + TGFB_BV2 CONTROL,Student's T-test Difference BV2 + TGFB_BV2 CONTROL,Student's T-test Test statistic BV2 + TGFB_BV2 CONTROL,-Log Student's T-test p-value BV2 + IL10_BV2 CONTROL,Student's T-test Difference BV2 + IL10_BV2 CONTROL,Student's T-test Test statistic BV2 + IL10_BV2 CONTROL,-Log Student's T-test p-value BV2 + LPS_BV2 CONTROL,Student's T-test Difference BV2 + LPS_BV2 CONTROL,Student's T-test Test statistic BV2 + LPS_BV2 CONTROL,Majority protein IDs,Protein names,Gene names
20.24027824,19.83762741,19.6673336,19.22801971,20.21974945,19.36619377,19.59583282,20.06736565,19.59774399,19.39784622,18.82873154,17.688591,19.17682076,19.57905769,19.66766167,19.24977493,,,,,,,12,12,1,91.662,138,0.417115564,-0.263466835,-0.941647995,0.51504147,-0.368758202,-1.120178895,0.640880867,-0.750210285,-1.340448867,Q80T06;A0A0R4J1E2;P57776;P57776-3;E9QN08,Elongation factor 1-delta,Eef1d
14.2658968,16.47907066,17.35104179,17.63147545,16.67010307,17.31221008,16.4278698,17.08171272,17.39263535,17.82308197,17.233881,17.39196587,16.72613907,17.05843544,17.01943779,17.03058052,,,,,,,1,1,1,-2,2,0.572261627,0.904505968,1.221368692,0.470411593,0.744364023,1.03976366,0.709245179,1.020240068,1.45720538,Q99PW8;Q80TD9,Kinesin-like protein KIF17,Kif17;mKIAA1405
15.39385986,13.68782997,14.54707527,15.64675522,15.0682745,15.6471777,14.80276871,15.44772911,15.06873608,15.53424168,15.83358192,14.66183376,14.82376575,15.06318474,15.02820778,15.41874218,,,,,,,1,1,1,3.3131,1,0.082015309,-0.105550528,-0.22706378,0.041170657,-0.035750628,-0.118478181,0.359815979,0.20510602,0.833076354,Q80U93;Q8CHS9,Nuclear pore complex protein Nup214,Nup214
17.48628426,16.49247932,17.33760452,16.72267342,17.48863983,17.04302788,16.87255478,15.52872276,17.82699585,17.9178257,17.85550117,17.13771248,16.30650711,17.19719696,17.83226013,16.92067909,,,,,,,5,5,5,13.771,18,0.094071031,-0.114474297,-0.257703384,0.190534318,0.19737339,0.485021601,0.691351856,-0.699659824,-1.426797532,Q9R0N0;Q9CXZ9;Q9CWW5;Q80UL3,Galactokinase,Galk1
20.35745811,19.85743141,20.28421402,19.9237709,20.41328049,20.38447952,20.54264641,20.40145493,20.4122467,20.01780891,21.0293808,19.6746788,19.73345566,20.50959015,20.41028214,19.85451317,,,,,,,47,47,34,321.13,358,0.057624325,-0.036782742,-0.16317101,0.706103596,0.337520599,1.451873586,0.54290119,-0.265505791,-1.169690539,Q80UW7;Q9JKF1;Q6ZQK2;Q05CQ4;Q8CGH5,Ras GTPase-activating-like protein IQGAP1,Iqgap1
15.63231373,16.08210754,16.42883492,16.20223808,15.75324249,16.23653793,14.53751564,15.35011005,16.04048157,16.20489502,18.05822372,13.55309868,15.12072372,15.69059849,15.29501534,14.82992077,,,,,,,2,2,2,3.9778,4,0.923824009,0.416844368,1.816647775,0.225688596,0.443207026,0.561614801,0.510760954,-0.652848482,-1.112527297,Q80VD1;Q8CAB7,Protein FAM98B,Fam98b
14.06235123,17.5277977,14.60835266,16.9202137,16.68551445,17.46642685,13.27345562,13.52526951,17.05536652,17.79271317,17.81359291,17.66497421,18.07561493,16.85525703,16.1212101,16.83133125,,,,,,,1,1,1,3.7926,4,0.488463758,0.940836906,1.07246523,0.333451325,-1.015558958,-0.781843035,0.066332458,-0.234264612,-0.186290046,Q80VJ3,2-deoxynucleoside 5-phosphate N-hydrolase 1,Dnph1
19.07493591,18.69849396,18.85692978,19.21356964,18.54067993,18.78650665,19.3789463,20.93373108,19.6899395,19.07744217,20.34948921,19.60251808,18.80262375,18.28712654,18.85586548,20.01195335,,,,,,,11,11,11,116.48,88,0.484060793,-0.314652443,-1.064511996,0.330289806,0.33326292,0.775639024,1.069323263,0.913398266,2.05838718,Q80WJ7;F6ZSG0,Protein LYRIC,Mtdh
16.72280693,16.24551582,17.04942322,15.80924034,16.29910088,15.86321831,16.73872566,16.57422447,17.05069923,15.94996357,16.25718498,16.2678833,15.80206203,16.09527397,15.97801781,16.61626244,,,,,,,6,6,6,17.762,11,0.746379263,-0.430174351,-1.520021701,0.035545075,0.037170649,0.102875192,0.180418078,-0.151764631,-0.462444547,Q80WQ2;A0A1D5RLY2;Q8C907;Q8CCX6,Protein VAC14 homolog,Vac14
17.32720184,16.10791206,17.13109398,15.33675098,16.689888,16.26735306,17.65445328,18.20088959,16.33184433,15.38589573,13.29863548,16.86990738,15.31040001,15.87582111,16.49557495,17.12857819,,,,,,,4,2,2,4.4329,14,0.498709593,-0.505588055,-1.090917833,0.092374082,-0.269894123,-0.253425847,0.266038624,0.469197989,0.646379694,Q80WS3,rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1,Fbll1
17.91210556,17.89982986,17.78257561,18.17528725,18.18737221,17.61028862,18.98937225,17.7621479,17.66573906,18.50486565,18.41352844,17.18466187,17.50811958,17.61072159,17.40049553,17.10308266,,,,,,,9,9,9,35.013,38,0.128272953,0.088092327,0.341647538,0.375408738,0.328158855,0.862978023,0.391147374,-0.262039185,-0.892880278,Q80X50;Q80X50-2;Q80X50-4;Q80X50-5;Q8BJ53;A0A0H2UH17;A0A0G2JDV6;Q80X50-3;Q812D4;Q812D5,Ubiquitin-associated protein 2-like,Ubap2l;lig-2a
18.35762978,17.58402252,18.89613724,19.11423492,18.59470367,19.08969879,17.95826912,18.73307419,18.62270927,18.56033325,19.35906792,18.43383789,18.48860168,18.48538208,18.6502533,18.85187721,,,,,,,27,22,22,70.445,118,0.099177505,-0.086051941,-0.270507846,0.277790753,0.20002079,0.670509708,0.879612165,0.267344952,1.743100862,Q80X90,Filamin-B,Flnb
16.76603699,12.92492771,15.95023727,16.33350563,13.56833172,13.18012428,14.80195141,15.86006832,15.80851173,16.08505821,16.48438263,14.83769608,15.99391174,15.7646904,15.91258526,16.1920414,,,,,,,1,1,1,2.2532,1,0.431211183,-1.045497894,-0.96784247,0.122378941,0.253091097,0.327474039,0.133753246,0.27162981,0.354724095,Q80X95,Ras-related GTP-binding protein A,Rraga
17.7244072,17.691185,17.72620392,17.09217834,17.48510551,16.98959351,17.77886009,17.43884087,17.22024536,17.11634445,17.53161049,17.40574074,17.20199013,17.59178543,17.25118637,17.20648003,,,,,,,17,17,17,69.492,87,0.105158065,-0.060709953,-0.285378076,0.423660068,0.164028168,0.953833153,0.353716178,-0.122127056,-0.821300396,Q9WU78;Q80Y09;Q6ZPS9;Q9WU78-3,Programmed cell death 6-interacting protein,Pdcd6ip
14.47078609,14.51378918,14.30163765,14.56653023,14.4536562,14.31967258,14.43448639,16.65466309,14.28626919,14.24644279,14.01593781,14.45526314,13.07889462,14.56330967,14.32986641,14.57884407,,,,,,,2,2,2,3.0589,2,0.442455781,0.338402033,0.988607948,0.231113056,0.19808054,0.573194543,0.782453755,0.991423607,1.580726281,Q8VHE0;Q8K2U5;Q80YG4,Translocation protein SEC63 homolog,Sec63
15.77530193,13.84069157,15.78338242,16.18860817,15.74188805,15.82873154,13.21707058,16.78557968,16.55864525,15.64044285,16.19475746,15.4161377,15.27765083,15.93378258,15.82959843,15.31667042,,,,,,,1,1,1,2.3343,5,0.416607917,-0.527459383,-0.940701097,0.338381536,-0.582169294,-0.79149132,0.072519606,0.088377476,0.202504676,Q80ZS3,"28S ribosomal protein S26, mitochondrial",Mrps26
15.46903801,13.11250305,15.46237469,16.74504471,14.32067871,16.60085678,13.27172852,15.3102932,15.97958183,16.83528519,16.64554596,16.52086449,15.85469818,15.71029568,15.86479092,16.23980331,,,,,,,1,1,1,4.5005,4,0.060267535,0.158735991,0.170226077,0.040399691,-0.094889164,-0.116349901,0.806947095,0.798002243,1.621793741,Q80ZV0,Ribonuclease H2 subunit B,Rnaseh2b
16.3628521,16.11245918,17.30901527,16.07468414,16.14122963,15.80380344,17.04644203,16.87843323,16.52124786,16.72320747,17.26983833,16.03632355,16.30394173,16.79880142,16.20564079,16.21636772,,,,,,,5,5,3,18.733,19,0.037257259,0.027250051,0.107642185,1.228860429,0.625416279,2.325053588,0.051269175,-0.030865669,-0.14606993,Q8CG29;Q811E7;G3V011;P70248,Unconventional myosin-If,Myo1f
14.83354092,16.06373215,16.12976646,15.60724354,15.75259018,15.62216663,15.30224609,15.65404892,16.1970253,15.89304066,17.11003494,14.36741447,16.22992706,16.15109634,15.78917694,13.20564651,,,,,,,1,1,1,1.8219,8,0.205833588,0.179238081,0.518697376,0.2709863,0.329535246,0.65656727,0.773127302,-1.044682503,-1.565058876,Q8BFQ8,Parkinson disease 7 domain-containing protein 1,Pddc1
17.56495285,17.23818016,17.1793251,16.81553268,17.3830452,16.90630341,16.88106537,17.69839287,16.59311295,16.62912941,17.44313812,16.81753349,16.25124168,17.82221031,16.56191444,16.6745224,,,,,,,6,6,6,11.159,18,0.195290055,0.200867653,0.495548695,0.066264656,0.068272591,0.186111398,0.047672924,0.053407192,0.136303996,Q8BFR4;Q3UDX9;Q3UBB0,N-acetylglucosamine-6-sulfatase,Gns
18.48848343,18.51856804,18.37958145,18.24525642,18.67186546,18.24400139,18.6579113,18.90171623,18.83935165,18.75802231,19.54026413,17.47856331,18.63300323,18.69241142,18.61830711,18.29961014,,,,,,,8,8,8,44.82,63,0.329410169,-0.104925156,-0.773910475,0.212039682,0.140840054,0.532204486,0.687799028,-0.42688942,-1.420748014,Q8BFR5;Q8BFR5-2,"Elongation factor Tu, mitochondrial",Tufm
14.74151993,13.60799408,15.79144287,14.44998646,14.72131252,15.14640999,14.8450489,14.99453068,13.94125748,15.14158821,14.8741169,15.44714737,15.58572578,14.10306358,13.82964897,15.29361534,,,,,,,2,2,2,1.2935,2,0.190305009,-0.247689962,-0.484512634,0.059267976,0.087610483,0.167562038,0.31455364,0.298866034,0.744555106,Q8BFW7;Q8BFW7-4;Q8BFW7-5,Lipoma-preferred partner homolog,Lpp
17.02030754,17.30999184,17.11471748,17.60718536,17.14668846,17.49005127,17.66240501,17.52244377,17.40174675,18.29171944,16.81678391,18.14937019,17.68947983,16.82761574,17.05324745,17.35767174,,,,,,,12,12,10,35.065,31,0.191896434,0.165288925,0.488042281,0.271747064,-0.152767181,-0.658129988,0.747309981,0.344612122,1.521591555,Q8BFY9;Q8BFY9-2;Q3TKD0,Transportin-1,Tnpo1
17.84291458,15.90919018,17.39163017,16.5865612,17.2749424,16.32351303,16.37566757,17.53799248,16.47891235,16.70171165,18.18214226,16.05003929,15.98846245,16.95060158,17.16241074,16.15853119,,,,,,,6,6,6,19.279,16,0.396541008,-0.425053835,-0.903066238,0.286239677,0.381654739,0.687714534,0.237551604,-0.313026905,-0.586861728,Q8BFZ9;A0A1B0GT70,Erlin-2,Erlin2
16.0367527,16.75054932,16.60769081,16.72786713,16.52947617,17.01508904,16.66219521,17.46738243,17.22693825,17.13520813,16.90571594,17.25746155,16.51810074,16.96769905,16.18561172,16.79956055,,,,,,,3,3,3,7.9003,6,0.740569692,0.38931942,1.510217854,0.014701732,0.012486458,0.04349989,0.794240047,0.48525095,1.600501699,Q8BG07-2;Q8BG07,Phospholipase D4,Pld4
16.01759148,15.28207493,15.4995966,15.11027908,15.73830318,15.49763393,15.63591671,15.28561878,14.33783054,15.37065315,16.08563805,15.38407516,15.3367157,15.69873142,16.12327194,14.83209896,,,,,,,2,2,2,3.2993,4,0.101596735,0.104663134,0.276539241,0.558138705,0.478495598,1.196571085,0.210445633,-0.204592228,-0.528743354,Q8BGB7;Q8BGB7-2,Enolase-phosphatase E1,Enoph1
14.72563267,14.74897861,14.93548775,14.5424881,15.3033886,14.23750877,13.66600704,14.73555565,13.88493347,14.53512096,13.94941521,14.33392811,13.69573879,14.87553787,14.32310772,14.73052311,,,,,,,2,2,2,1.38,1,0.193922418,0.196863174,0.49252691,0.151395556,-0.183918953,-0.396183976,0.185610378,0.183200359,0.474064296,Q8BGS0;Q8BGS0-2,Protein MAK16 homolog,Mak16
13.85920143,16.11429214,14.76126289,15.7316103,15.99748802,17.27984619,13.63495731,14.63256741,13.62266636,13.17214966,13.8483305,14.84553909,14.44421196,12.58817577,16.59594154,17.49958038,,,,,,,1,1,1,1.1716,4,0.089269638,0.307723999,0.245570904,0.097552861,0.229231119,0.266444953,0.68674611,1.196432352,1.418954394,Q8BGS1-2,,
17.31725311,15.93359852,16.40344429,15.94875526,17.60110283,15.7964201,17.41253662,17.92218971,16.98548698,16.85416222,14.83535957,16.56331635,15.47570133,17.0055809,16.6617775,16.16929817,,,,,,,3,3,3,9.1257,20,0.337896667,-0.447445631,-0.790543865,0.301295541,-0.516606569,-0.718090919,0.110844792,-0.193996191,-0.299395322,Q8BGS2;Q8BGS2-2,BolA-like protein 2,Bola2
16.8476944,16.74819374,15.5747118,16.39675522,17.41336441,16.00987244,18.18204498,14.69854164,14.82764053,14.85394287,14.95864296,16.88619614,18.05138969,17.02712822,15.87046146,15.93140697,,,,,,,2,2,2,1.3475,5,0.310253273,-0.625237942,-0.735999562,0.264973832,-0.638556957,-0.64418165,0.427054175,-0.806797266,-0.960136671,Q8BGT5;D6RFQ8,Alanine aminotransferase 2,Gpt2
15.63103485,16.25436401,14.34698391,15.25705624,15.41570854,15.67950726,15.07819271,16.37339211,13.4326601,15.9180479,16.41283417,15.74520206,15.93521118,16.32767487,14.57222939,15.44090176,,,,,,,1,1,1,4.9604,2,0.796269832,0.941244841,1.603904733,0.000496997,-0.001093626,-0.001494154,0.43356547,0.600484371,0.972199559,Q8BGU5;Q8BGU5-2,Cyclin-Y,Ccny
15.14879417,16.07552147,15.66161156,15.14078999,16.00650215,16.25624466,16.71263504,15.5899725,16.05555725,15.55281925,17.68305016,15.54269981,15.10357475,16.77840996,16.42007446,14.92035294,,,,,,,1,1,1,1.4503,9,0.802202227,0.587141752,1.613846483,1.100614739,1.040735722,2.110477274,0.401055547,-0.280153275,-0.911568637,Q8BGX0;Q8BGX0-3;Q8BGX0-2,E3 ubiquitin-protein ligase TRIM23,Trim23
16.64849854,16.82538033,16.67120934,17.18350029,16.57124901,16.63636971,15.38093472,18.85808372,16.55708885,18.09037018,16.16565323,17.24599838,14.22320938,16.31642342,15.07543755,17.03767586,,,,,,,5,5,5,8.7745,6,0.654855765,0.967124462,1.364450726,0.092621527,-0.176702738,-0.254050293,1.132414774,1.58130312,2.163500209,Q8BH24;Q14B57,Transmembrane 9 superfamily member 4,Tm9sf4
14.86887074,14.10294724,14.92898083,13.95321941,14.68584347,14.73582077,13.4560976,16.09230232,14.95528698,14.09309578,14.94548988,14.27006626,14.57701588,14.45917511,16.11469841,14.81427383,,,,,,,1,1,1,3.8194,2,1.270125255,-0.423994541,-2.394611256,0.057369834,0.089562416,0.162489979,0.007494683,0.010711193,0.022353399,Q8BH58,TIP41-like protein,Tiprl
16.04889107,16.49682236,16.16380692,16.71182823,15.6909256,16.4828701,15.60284424,16.95832634,16.33579254,16.51352692,16.94226265,16.60992813,16.25305367,16.17074585,16.11705399,16.06040001,,,,,,,3,2,2,6.0815,6,1.045055155,0.333825588,2.01803337,0.152742824,0.124326229,0.399311748,1.102972104,0.50295496,2.114404669,Q8BH59,Calcium-binding mitochondrial carrier protein Aralar1,Slc25a12
15.89268494,16.20252609,17.61237907,16.1807251,16.89474678,16.87699699,19.46517181,18.36721802,18.52470207,18.26901627,18.28120613,15.94407177,15.88414669,17.77487755,18.12580681,17.08493233,,,,,,,5,4,4,6.9998,24,0.254439398,0.481784105,0.622326693,1.117277762,1.572070837,2.138248768,0.039796058,0.095166683,0.114681341,Q9QY76;Q8BH80;Q3TA54;Q3TU78,Vesicle-associated membrane protein-associated protein B,Vapb
17.64427948,19.46277809,18.6022644,18.3395195,18.50381851,18.52795029,17.53602028,18.10901451,18.32078362,18.88804245,18.95330429,18.36837006,18.32676315,18.72780037,17.97807312,18.05822372,+,BV2 + TGFB_BV2 CONTROL,,,,,2,2,2,10.927,19,1.357225384,0.702731609,2.542520072,0.066108948,0.068504333,0.185701057,0.033340472,0.019870758,0.096713504,Q8BH95,"Enoyl-CoA hydratase, mitochondrial",Echs1
15.69541836,14.69609833,15.50307941,14.76663208,15.79905415,14.0401535,15.07288647,17.14837646,15.27175522,14.69430351,14.66730213,15.0133667,14.07814026,14.40852833,14.71937847,14.04336929,,,,,,,2,2,2,1.6637,1,0.897019041,-0.751321077,-1.772074057,0.198154108,-0.220430374,-0.501862432,0.013865348,0.031844139,0.041062835,Q8BHB4,WD repeat-containing protein 3,Wdr3
14.94695187,15.85233402,15.34256077,15.64134598,15.84480381,15.7280798,14.99510479,16.07288551,16.02197838,15.88910007,16.93272209,15.98777485,15.86471844,16.0700798,16.18008423,15.32656956,,,,,,,3,3,2,4.4762,8,0.367095832,0.215285301,0.847071991,0.147468367,0.193004847,0.387036399,0.108472789,0.087530851,0.293562827,Q8BHL5;Q8BHL5-2;Q8BHL5-3,Engulfment and cell motility protein 2,Elmo2
19.06479073,18.10328865,19.36525536,19.09697151,18.59339142,19.09609795,18.61608124,18.00618362,18.59841537,19.41746902,19.40453529,18.16167259,18.5661068,18.34459877,18.74983025,18.76972198,,,,,,,13,13,13,53.607,77,0.036158206,0.034687519,0.104584088,0.666288036,0.328249454,1.384030807,0.29069717,-0.197038651,-0.696744913,Q8BHN3;Q8BHN3-2;Q3UE86;Q8BHN3-3,Neutral alpha-glucosidase AB,Ganab
17.69703484,16.70563316,18.12075424,19.35453415,17.8688221,16.74924088,16.01933098,18.61108208,17.52167702,16.69207001,18.94991875,17.53062057,17.00041771,15.65586567,17.73377037,18.62528038,+,BV2 + TGFB_BV2 CONTROL,,,,,4,3,3,18.857,16,1.783199133,-1.071285486,-3.296770768,0.105137407,0.183955669,0.28532694,1.273718702,1.00839138,2.400683031,Q8BHZ0;Q9CWE1,Protein FAM49A,Fam49a
14.18229103,15.16792774,14.21181393,13.89822388,14.93424416,15.25044632,15.17765331,14.93564606,15.36843872,13.33695412,14.51681709,15.29573345,15.36177254,13.60309887,15.89066792,13.44417286,,,,,,,1,1,1,2.8712,2,0.491447952,-0.622079849,-1.077847561,0.008976452,-0.012448549,-0.026728499,0.505124166,-0.56824255,-1.102432388,Q8BIW1,Protein prune homolog,Prune
18.20810127,16.50208664,17.70353889,17.69906998,17.92108536,17.86912346,17.38894272,18.00607491,17.94786453,16.94581032,19.23437309,17.85355377,17.36751747,17.54321289,17.08462143,17.107687,,,,,,,9,9,9,32.294,31,0.933434542,-0.646083832,-1.832619427,0.005434772,-0.008273125,-0.016247223,0.310174559,-0.194545746,-0.735842711,Q8BJ71;Q3TFC8;A0A1D5RLQ0;Q8BJ71-2,Nuclear pore complex protein Nup93,Nup93
16.47270584,15.72278118,15.38475037,15.21017647,15.27859497,14.97508621,14.30705547,14.33901501,15.00606346,13.94654083,14.27706814,14.86493587,15.78746891,14.99298286,13.78921223,15.03385353,,,+,BV2 + IL10_BV2 CONTROL,,,1,1,1,-2,1,0.729860655,-0.726860523,-1.492123831,1.371553351,-1.196686745,-2.567010526,1.078828424,-0.774213076,-2.074202504,Q8BJA2,Solute carrier family 41 member 1,Slc41a1
17.0481472,16.32551575,16.47671509,16.28384781,17.89267349,16.413908,16.3656044,16.79652214,17.17064857,14.53649044,17.70286179,16.83219719,16.03909111,17.49700928,18.7729454,16.2747612,,,,,,,6,6,6,9.122,20,0.542743114,-0.844409227,-1.169410965,0.164472961,0.291891575,0.426325295,0.555796487,-0.49080801,-1.192447855,Q8BJW6;Q8BJW6-2,"Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed",Eif2a
15.76849461,15.90114975,15.57145596,16.40066338,16.20724297,15.77653599,17.0792141,16.81465721,16.86423492,15.6633358,17.24274635,15.68589878,15.99207497,16.87267494,15.69661427,15.03784752,,,,,,,4,4,4,7.8602,9,0.163544611,-0.154587746,-0.424201406,0.143409851,0.189495802,0.377534706,0.191581659,-0.223245144,-0.487344625,Q8BJY1;Q921U5,26S proteasome non-ATPase regulatory subunit 5,Psmd5
15.67537785,14.81743336,15.29300499,15.31309605,15.52723217,15.56970692,15.7923584,15.31071949,15.6132431,15.53952217,16.01537132,15.69201565,15.37065315,15.37238884,15.32460213,15.2469635,,,,,,,3,3,3,1.9867,2,0.553591461,-0.221863747,-1.188563293,0.117129384,0.059707642,0.314751766,0.609752998,-0.155927896,-1.286699083,Q8R574;Q8BK37;Q05BD4,Phosphoribosyl pyrophosphate synthase-associated protein 2,Prpsap2
17.8005085,16.9524231,17.21361732,16.43340683,17.96848679,16.95628548,17.67438507,17.28428268,17.36726189,16.75577354,18.55063438,17.15145302,16.61683655,17.77988625,17.21759796,16.30397606,,,,,,,7,7,7,11.389,26,0.376733593,-0.327181339,-0.865505728,0.205482798,0.225785255,0.517931324,0.824679206,-0.644993782,-1.6514612,Q8BK67,Protein RCC2,Rcc2
19.23015594,18.16962242,19.16083717,19.03014946,19.19253349,19.4807148,18.69019508,18.64856911,19.16152573,19.53179932,19.85157204,18.47615242,18.18857956,19.02269363,19.12229729,19.13260078,,,,,,,25,25,25,137.45,145,0.098009819,0.108008862,0.26758873,0.320206093,0.263026714,0.755760286,0.157344254,-0.121330738,-0.409954791,Q8BKC5;Q8BKC5-2;Q3TT04;Q7TN23,Importin-5,Ipo5
16.46774864,15.85345554,18.27375984,13.96067524,16.19102097,16.61281013,16.31375122,16.70482254,16.26396561,13.02998161,17.33324242,16.28428268,15.40009212,17.14678764,16.56840134,16.53492546,,,,,,,2,2,2,7.8705,8,0.172270668,-0.419948101,-0.444072737,1.086365866,1.041581869,2.086748353,0.113668104,-0.209530354,-0.306311315,Q9ERF3;Q8BKW0;Q8BVQ0;D6RJ72;D6RDC7,"WD repeat-containing protein 61;WD repeat-containing protein 61, N-terminally processed",Wdr61
16.78889656,15.16777134,17.06297302,15.21829796,16.39161301,15.06419563,16.87219429,16.88476753,14.58431625,15.1447773,12.9388628,15.4353447,14.42186737,14.4126358,15.34841728,15.38414288,,,,,,,4,4,4,5.3636,13,0.418450408,-0.599328279,-0.944136653,0.002635771,0.008938551,0.007904706,0.092961077,0.183964968,0.254906777,Q8BLF1,Neutral cholesterol ester hydrolase 1,Nceh1
16.06090736,15.6280756,15.20409775,16.18474007,14.9197607,16.17903519,14.57073116,16.38341713,16.49114799,16.37170792,14.48705578,16.18912888,13.51941586,13.90673542,13.77324772,15.98701954,,,,,,,2,2,2,2.5704,2,0.117057969,0.273580551,0.314578039,0.458184874,-0.739024878,-1.017470035,0.676342698,0.938268423,1.401212771,Q8BMD8;Q8R225,Calcium-binding mitochondrial carrier protein SCaMC-1,Slc25a24
19.61110115,19.57741737,19.76252174,19.57463074,19.40395164,19.52951431,19.41026115,20.04246712,19.87620163,19.4269371,20.45030594,20.0318737,19.60720444,19.66911697,19.51804924,19.12237358,,,,,,,9,9,9,22.12,55,0.280839543,-0.073868275,-0.676731565,0.260725371,0.160669804,0.635391657,0.104883027,0.068221569,0.284697138,Q8BMF4,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",Dlat
18.7647419,17.06697273,18.42119408,19.52094841,17.83738136,19.2819519,13.8550005,18.25345039,18.80072975,18.28011894,18.52856064,17.947752,17.92236328,17.9967823,14.17291164,18.77584267,,,,,,,3,3,3,1.8271,9,0.124554905,-0.174847603,-0.332720093,0.785617841,-2.08688736,-1.586037675,0.28164317,0.293194294,0.678369022,Q8BMJ3;Q60872;Q3UC76;A0A494BB95,"Eukaryotic translation initiation factor 1A, X-chromosomal;Eukaryotic translation initiation factor 1A",Eif1ax;Eif1a
16.88928986,15.84414196,16.89166451,16.1691227,16.9569664,16.02941704,17.07858849,17.78059196,16.63990593,15.69392204,18.15041161,17.24998283,15.83533478,16.76914024,17.06959724,15.2553606,,,,,,,10,10,10,17.317,23,0.683804634,-0.49621892,-1.413941746,0.948732189,0.717191219,1.858034896,0.018288057,0.033390284,0.053900267,Q8BMK4,Cytoskeleton-associated protein 4,Ckap4
18.95662498,18.59174919,18.64082336,18.21575165,18.61741066,19.1201725,18.26228714,17.94059944,18.74537277,19.03198051,19.22599792,18.05669022,18.66083908,18.85790253,18.3827076,17.6103611,,,,,+,BV2 + LPS_BV2 CONTROL,11,11,11,26.485,48,0.51515164,0.155389309,1.120375667,0.204268593,-0.117107868,-0.51527759,2.740170081,-0.789211273,-5.30620774,Q8BMS1;Q3TB39,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",Hadha
16.68112946,17.85835838,18.47262764,18.73075485,15.11403561,18.70218658,16.28964043,18.31411362,17.16555405,18.98437309,19.27744102,18.75818443,17.92125893,17.10513115,14.4862957,18.29759789,,,,,+,BV2 + LPS_BV2 CONTROL,2,2,2,14.338,11,1.018946796,1.442017794,1.974650425,0.124478296,0.411006689,0.332535665,1.605733817,1.804668188,2.975221485,Q8BNI4;J3QMQ7;J3QMF4;Q3U957;Q8BNI4-2,Derlin-2,Derl2
16.15266037,15.3744278,16.70617294,17.53548813,16.44456291,18.38990784,17.51983643,16.42876816,17.35457611,14.84455872,18.39811707,16.73423386,15.88366985,17.1059494,17.22590446,17.02615547,,,,,,,3,3,3,21.544,15,0.011630461,-0.030156374,-0.034529111,1.09597184,1.003640413,2.102743541,0.553994893,0.472294092,1.189274222,Q8BP48;Q8R0B2;Q6ZQJ2,Methionine aminopeptidase 1;Methionine aminopeptidase,Metap1;mKIAA0094
15.2954464,15.75055027,14.86001968,14.39809608,15.22007561,15.53478909,14.23392963,16.25696373,15.89926243,15.4182148,14.09407806,15.45696354,15.58469868,15.50068665,15.16980743,15.47633457,,,+,BV2 + IL10_BV2 CONTROL,,,3,3,3,4.8531,1,0.111504632,0.051189423,0.301014206,1.648065944,-0.910412073,-3.050858596,0.090878869,-0.102781296,-0.24964741,Q924T2;Q8BQ99,"28S ribosomal protein S2, mitochondrial",Mrps2
15.91772175,16.21259117,17.68414497,16.81790733,17.08824921,16.51746941,16.39146233,16.45689964,17.25792122,17.23967361,14.13455391,14.31299591,16.34966087,16.78876877,16.45264435,16.30149651,,,,,,,1,1,1,2.9201,7,0.032617353,0.036237478,0.094686571,0.246989883,-0.487686872,-0.606749269,0.478885117,-0.681063414,-1.055144417,Q9QZ06;Q8C5G6;Q8BQL7,Toll-interacting protein,Tollip
18.03949738,18.48369026,18.07723236,17.3229847,17.70245743,18.014925,15.78989029,17.66546059,17.89870834,17.32421494,18.22463226,17.25782967,18.11832237,18.49720383,17.20103264,17.360075,,,,,+,BV2 + LPS_BV2 CONTROL,3,3,1,7.5329,13,0.189588403,0.140262127,0.482921253,0.49760522,-0.616549492,-1.088932496,2.240040113,-0.538158894,-4.189277557,Q8CAP3;Q8BRA9,,Rad23a
